MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2703238,335 - 1783 AGASSIZ-ROSEDALE NO 9 HIGHWAY,Sold,Apartment,Agassiz,"$230,000",08/30/2022,"$249,900",06/21/2022,1,1,1,$668 in 2021,1976,587,,-,"Carport; Single,Open,Visitor Parking",18,335 - 1783 Agassiz Rosedale NO 9 Highway,,https://www.bccondosandhomes.com/listing/r2703238-335-1783-agassizrosedale-no-9-highway,Century 21 Creekside Realty (Luckakuck),"Northgate Super affordable living!!! Low strata fees & so many updates, newer roof, gutters , downspouts & boiler. No ""rental or age restrictions"", kitty cats allowed. This condo is located on the Top Floor on quiet side of the building overlooking Green-space & courtyard. Updates include newer kitchen, new laminate , carpet , blinds, paint, bathroom vanity fixtures, toilet, tub surround resurfaced in 2020, all new paint, light fixtures & stove and more. Secure storage unit's in the building. New window and Patio Door. Just steps to bus stop, restaurants, bank, shopping etc. This would make a great investment or retirement or the 1st time home buyer. Super short drive to Harrison Beach and shops this is an affordable summer getaway, rentals allowed, currently rented now!",Drapes/Window Coverings Refrigerator Security System Smoke Alarm Stove Windows - Storm Windows - Thermo,Central Location Greenbelt Recreation Nearby Shopping Nearby, Elevator Storage
R2714245,407 - 1275 HAMILTON STREET,Sold,Apartment,Vancouver,"$825,000",09/01/2022,"$838,000",08/03/2022,1,1,1,"$2,044 in 2022",2002,711,,-,Garage; Underground,19,"1275 Hamilton St #407, Vancouver, BC V6B 6K3, Canada","49.27406, -123.124",https://www.bccondosandhomes.com/listing/r2714245-407-1275-hamilton-street,Royal Pacific Realty Corp.,"THE ULTIMATE IN LOFT LIVING! SPACIOUS OPEN FLOOR PLAN with AIR CONDITIONING. Welcome home to the esteemed Alda. This beautifully updated 1 bdrm + den ""purpose-built"" loft is bright, spacious & meticulously maintained. Enjoy the exposed wood beams, over-height 9' ceilings, the updated kitchen with ample counter & storage space; integrated BOSCH appliances with a gas cook top stove. The tasteful, contemporary finishings include wide plank engineered hardwood flooring throughout the living & sleeping areas, high gloss cabinetry, natural stone countertops, elegant ceramic tiles and more! Incl. 1 pkg stall & 1 storage locker, (located on the same floor as the suite) PRIME LOCATION: Steps to shopping, dining, David Lam Park, Seawall & much more! Savour the best in YALETOWN LOFT LIVING!",Air Conditioning Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Refrigerator Sprinkler - Fire Stove,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator In Suite Laundry Storage
R2718861,3841 HAMILTON STREET,Sold,House,Port Coquitlam,"$1,100,000",09/01/2022,"$999,900",08/25/2022,3,1,1,"$3,510 in 2021",1959,"1,313",7803 SqFt.,-,Open,29,"3841 Hamilton St, Port Coquitlam, BC V3B 3A6, Canada","49.28126, -122.7362",https://www.bccondosandhomes.com/listing/r2718861-3841-hamilton-street,HomeLife Advantage Realty Ltd,"Awesome updated 3 bedroom rancher on a great sized usable lot on a perfect family friendly PoCo street that's close to all the amenities. This oversized lot has lane access and potential to add a laneway home (check with the City). The open kitchen and floorplan feels much more spacious than the square footage reads, this truly is a ""must see"" home on your list. Great covered patio and yard for the summer patios, the gardening enthusiasts or a family that wants some space. For the wise investor, the potential alone warrants interest. This is the sharpest priced detached home in all of Port Coquitlam. With the same owners for 39 years, this home has been meticulously cared for, lived in and loved. Call today to arrange a private tour.",Microwave,Central Location Lane Access Paved Road Private Yard Recreation Nearby Shopping Nearby, Storage
R2701635,505 - 1151 WINDSOR MEWS,Sold,Apartment,Coquitlam,"$705,000",09/04/2022,"$779,000",06/20/2022,2,2,1,"$2,655 in 2021",2016,864,,-,"Garage; Underground,Visitor Parking",27,"1151 Windsor Mews, Coquitlam, BC V3B 0M9, Canada","49.28026, -122.7863",https://www.bccondosandhomes.com/listing/r2701635-505-1151-windsor-mews,Sutton Group - 1st West Realty,"Parker House At Windsor Gate. the masterplan community built by award winning builder POLYGON, conveniently located in Coquitlam Town Centre and steps to everything (Skytrain. Lafarge lake. Coquitlam river and all levels of schools) This TOP FLOOR 2 bedroom & 2 bathroom unit offers open floor concept plan with 9' ceiling. beautiful Glen Park view from every room allowing you feeling like staying in Whistler. Gourmet kitchen with quartz counter tops, stainless Deel appliances. gas stove and LOTS of storage. Comes with 1 parking + 1 Locker. Enjoy the full access of 18.000 sq.ft Nacoma Club with resort style amenities including Pool. hottub. Gym. Party room. Basketball/Badminton Court. Guest Suite & much more! MUST SEE!",ClthWsh/Dryr/Frdg/Stve/DW Microwave Smoke Alarm Sprinkler - Fire,Private Setting Recreation Nearby Shopping Nearby Treed, Club House Elevator Exercise Centre Guest Suite In Suite Laundry Pool; Outdoor Storage
R2705527,348 GEORGINA POINT ROAD,Sold,House,Mayne Island,"$480,000",09/11/2022,"$629,000",06/30/2022,3,1,1,"$2,226 in 2021",1929,"1,816",18295 SqFt.,-,"Carport; Single,Open",39,348 Georgina Point Road,,https://www.bccondosandhomes.com/listing/r2705527-348-georgina-point-road,RE/MAX Mayne-Pender,"Sunsets and western views are what this .42 acre waterfront property is all about, with your own beach access just across the road and stairs down to the ocean. Built in 1926, this 3 bedroom, 1 bathroom, 2011 sq ft fixer upper is ready for you to roll up your sleeves, make a plan, and get your creative ideas flowing. An easy walk to the village makes shopping, dining out, or heading down to the government dock a breeze.",-,-,-
R2716696,34337 CATCHPOLE AVENUE,Sold,House,Mission,"$795,000",08/21/2022,"$814,900",08/15/2022,3,1,1,"$2,900 in 2022",1975,"1,317",10001 SqFt.,-,"Open,RV Parking Avail.,Visitor Parking",32,"34337 Catchpole Ave, Mission, BC V2V 6P2, Canada","49.14605, -122.27197",https://www.bccondosandhomes.com/listing/r2716696-34337-catchpole-avenue,Keller Williams Elite Realty,"As you walk up to this beautiful 3 bed 1 bath rancher located on a huge 10,000 Sqft lot, you will be welcomed with a lovely front yard and a large driveway giving you plenty space for RV storage. As you step into this home you will see an open kitchen layout facing the spacious living/dining areas. As you walk further into the home you will see a large primary bedroom and two spacious bedrooms with a 3-piece bathroom located between the rooms. Backing onto the kitchen is a spacious laundry room coupled with an expansive rec room opening to a covered patio for year round use, looking onto a massive fenced in backyard. Great family neighbourhood, close to Hatzic Elem & Middle Schools, UFV, Hatzic Park, Lake &lots of hiking trails close by. ",Clothes Dryer Clothes Washer Refrigerator Stove,Golf Course Nearby Paved Road Private Setting Private Yard Recreation Nearby Shopping Nearby, In Suite Laundry
R2720769,15539 36 AVENUE,Sold,House,Surrey,"$1,950,000",09/07/2022,"$1,999,000",09/06/2022,5,4,1,"$5,536 in 2022",1999,"3,863",6027 SqFt.,-,Garage; Double,40,"15539 36 Ave, Surrey, BC V3S 0G9, Canada","49.06749, -122.79257",https://www.bccondosandhomes.com/listing/r2720769-15539-36-avenue,Hugh & McKinnon Realty Ltd.,"Stunning 5 bed 3.5 bath home in Rosemary Wynd! Tastefully renovated, situated on a quiet cul-de-sac near Rosemary Heights Elementary, this is the ultimate family home. Private, fenced backyard w/ lawn, patios, & 8 person hot tub, a massive 453 sqft deck on the main, w/ built in heaters, fire pit, sound system, lighting, fridge & BBQ PLUS a sundeck off the top floor Master. Basement consists of gym, rec-room, bedroom, bathroom, workshop, and storage. Main floor boasts 14' glass wall w/ lots of light & views of NorthShore Mountains, modern kitchen w/new appliances, gas range, one-touch video & audio entertainment system, bar/coffee nook, & more. Above, 3 bedrooms and full bath, plus Master w/ spa like ensuite w/ 2 rainshowers, & walk-in closet. Entertain family &guests year round in comfort!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Hot Tub Spa/Swirlpool,Cul-de-Sac Golf Course Nearby Private Yard Shopping Nearby,-
R2717201,3362 271B STREET,Sold,House,Langley,"$930,000",09/04/2022,"$999,900",08/18/2022,4,3,1,"$4,554 in 2022",1981,"1,871",6534 SqFt.,-,"Garage; Single,Open",33,3362 271B Street,,https://www.bccondosandhomes.com/listing/r2717201-3362-271b-street,Royal LePage - Wolstencroft,"Looking for that perfect family home on a quiet Cul-de-sac? Dreaming of a large private and fully fenced backyard?Located in one of the most desirable areas in Aldergrove, this home features 4 bedrooms, 3 bathrooms, and is located in a family oriented neighbourhood. With a long driveway for extra parking PLUS a one car garage, this home has the space you have been looking for! Walking distance to schools/daycares, restaurants, parks, community centre, transit, and so much more. It checks off all of the boxes! ***",-,-,-
R2715971,3276 SCHOOL AVENUE,Sold,House,Vancouver,"$2,301,000",09/01/2022,"$2,380,000",08/10/2022,8,5,4,"$6,136 in 2022",2013,"2,858",4737 SqFt.,-,Other,19,"3276 School Ave, Vancouver, BC V5R 5N5, Canada","49.23183, -123.0352",https://www.bccondosandhomes.com/listing/r2715971-3276-school-avenue,LeHomes Realty,"INVESTOR ALERT!!! Great rental income. 2 storeys plus Lane Way House located on the most desirable area of prime Killarney area. This well maintained custom build home is situated on a big lot 34.23 x 138.2, featuring Radiant heat, alarm system and HRV systems. Main house upstair featuring 3 bedrooms, 2 full bathrooms granite counters, engineering hard wood flooring, solid wood cabinets; main floor include 2 suites 1 bedroom and 2 bedrooms & 2.5 bathrooms. Lane Way House featuring 2 bedrooms and 2 full bathrooms. Super convenience location, couple minutes walk to all; school, shopping, public transit, banking. School catchment is Killarney secondary & Sir Guy Carleton elementary.",ClthWsh/Dryr/Frdg/Stve/DW Microwave,Central Location Lane Access Private Yard Shopping Nearby,-
R2709655,5415 SMITH AVENUE,Sold,House,Burnaby,"$1,850,000",09/10/2022,"$2,475,000",07/15/2022,5,1,1,"$5,557 in 2021",1925,"2,582",10296 SqFt.,-,Open,38,5415 Smith Avenue,,https://www.bccondosandhomes.com/listing/r2709655-5415-smith-avenue,Coronet Realty Ltd.,"Attn Investors and Developers. Excellent holding property. Charming 5 bed/ 1 bath house with partially finished basement. Massive duplex zoned 10,296ft private fenced yard, with future potential for duplex with legal suites, or assemble the lots around you to develop medium density multi-family, future zoned RM3s. Located in 'Central Park, North', within the Metrotown Downtown Community Plan, Walk to Central Park and your choice of two skytrain stations, either Patterson or Joyce Stn. Quick 5 minute drive to Burnaby General Hospital and Metropolis @ Metrotown. excellent investment. Priced under a commercial appraisal obtained by the owners.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Private Setting Private Yard Recreation Nearby Shopping Nearby, Garden In Suite Laundry Independent living Storage
R2714348,409 - 2684 MCCALLUM ROAD,Sold,Apartment,Abbotsford,"$315,000",08/30/2022,"$324,900",08/04/2022,1,1,1,$874 in 2022,1987,657,,-,Garage Underbuilding,15,"2684 McCallum Rd #409, Abbotsford, BC V2S 3N2, Canada","49.02717, -122.29345",https://www.bccondosandhomes.com/listing/r2714348-409-2684-mccallum-road,RE/MAX Treeland Realty,"PERFECT FOR FIRST TIME BUYER OR INVESTORS!!!! This beautifully updated 1 bedroom condo in Ridgeview Place is everything you've been looking for!. TOP FLOOR, FULLY RENOVATED top to bottom in 2018!. This home features a bright whitre shaker cabinet kitchen with quartz counters, stainless appliances, tile backsplash, and CUSTOM built in eating area to match with bonus EXTRA storage underneath. Conveniently located within walking distance to all downtown, shopping, and restaurants. 19+ age restricted, rentals allowed, and 2 cats allowed. Call today!",Dishwasher Refrigerator Stove,Central Location Recreation Nearby Shopping Nearby, Elevator Shared Laundry
R2708340,305 - 1042 NELSON STREET,Sold,Apartment,Vancouver,"$788,500",09/01/2022,"$799,900",07/11/2022,2,1,1,"$1,721 in 2021",1987,897,,-,Garage; Underground,34,"1042 Nelson St #305, Vancouver, BC V6E 1H8, Canada","49.28191, -123.12782",https://www.bccondosandhomes.com/listing/r2708340-305-1042-nelson-street,Oakwyn Realty Ltd.,"Two bed & office CONCRETE, CORNER home - a confluence of style, pragmatism and timeless investment - 900sf of bright, SE-facing turnkey living, remodelled with city permits, steps to Nelson Park and Lord Roberts Elementary. UNLIMITED PETS ALLOWED. This home suits a young family or professionals with industrial grade laminate, dual-tone cabinets, quartz counters, SS appliances, large pantry and eating counter. Living is anchored by gas fp and old-growth Fir mantle & shelving. Two office areas, satellite bedrooms -each with custom closets - and remodeled bathroom w/ elbow-height counters, large-format tiling and deep-soaker tub. Insuite laundry, 1 underground parking & proximity to leafy west-end streets, skytrain and downtown restaurants & shopping.",-,Central Location Lane Access Recreation Nearby Shopping Nearby, Bike Room Elevator Garden In Suite Laundry Wheelchair Access
R2717209,211 - 12083 92A AVENUE,Sold,Apartment,Surrey,"$438,000",08/31/2022,"$449,000",08/17/2022,1,1,1,"$1,467 in 2022",2003,663,,-,Garage; Underground,17,"12083 92a Ave #211, Surrey, BC V3V 8C8, Canada","49.1715, -122.88834",https://www.bccondosandhomes.com/listing/r2717209-211-12083-92a-avenue,Team 3000 Realty Ltd.,"This sunny, bright SW facing private yard awaits you at Tamaron, located in Surrey’s peaceful Queen Mary Park neighbourhood. This spacious, 1 bed corner unit home features 9' ceilings, open concept living & dining, a maple kitchen with new quartz counters, laminate HW floors throughout, a gas fireplace, in-suite laundry, floor to ceiling windows & your own private yard with a large covered patio providing year long outdoor enjoyment. Centrally located close to shopping, transit, recreation, schools, parks restaurants & more. Recent updates to the amenity room, gym, & guest suite. Well managed building. Complete with 1 parking & 1 locker, Pets are welcome/Rentals are not.",ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert,Central Location Private Yard Recreation Nearby Shopping Nearby, Elevator Exercise Centre Guest Suite In Suite Laundry Storage
R2718026,2957 ARGO PLACE,Sold,Townhouse,Burnaby,"$735,000",08/26/2022,"$730,000",08/22/2022,3,2,1,"$1,836 in 2021",1976,"1,386",,-,"Add. Parking Avail.,Garage Underbuilding",20,"2957 Argo Pl, Burnaby, BC V3J 7G3, Canada","49.2584, -122.90567",https://www.bccondosandhomes.com/listing/r2718026-2957-argo-place,Royal LePage Sussex,"Bright and well maintained 1,386 square feet townhome in a peaceful, tree wrapped family oriented area of Simon Fraser Hills. Spacious top floor bedrooms with walk-in-closets and large windows replaced in 2018. High efficiency furnace, lots of storage, quartz countertops and Japanese cherry hardwood floors. Walking distance to SkyTrain, Lougheed Mall, parks and schools. Large outdoor swimming pool within the complex. Pets and rentals allowed, no short-term.",-,Central Location Greenbelt Recreation Nearby Shopping Nearby Treed, In Suite Laundry Pool; Outdoor
R2721516,488 FURNESS STREET,Sold,Townhouse,New Westminster,"$1,399,900",08/26/2022,"$1,399,900",08/26/2022,3,4,1,,2022,"1,574",,-,Garage; Double,8,"488 Furness St #156, New Westminster, BC V3M 0M1, Canada","49.19445, -122.92701",https://www.bccondosandhomes.com/listing/r2721516-156-488-furness-street,Anthem Realty Ltd.,"Located in the historic heart of Queensborough in New Westminster, Portside by Anthem is a collection of 170 move-in ready townhomes and duplexes situated on the Fraser River, overlooking downtown New Westminster. This corner Riverfront 3 bed and den townhomes has side by side parking, vaulted ceilings in the master bedrooms, and spacious living areas. Find elevated finishes with marble herrigbone backsplash in the kitchen and Bosch appliance packages. Your new favorite shops, restaurants, and parks are right here in the Queensborough community and just across the river in New Westminster. These homes have space to play and room to grow with spacious floor plans and outdoor entertainment areas. Call the Presentation Centre to book a private showing.",Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Garage Door Opener Microwave Oven - Built In Range Top Smoke Alarm Sprinkler - Fire Vaulted Ceiling,Private Setting Shopping Nearby Waterfront Property, In Suite Laundry Playground
